Trial,Event Type,Time,start_TR,end_TR,total_TR,Duration,Title,Type,NMov,subject,session,task,run
6,Video,4353184,99,117,190,18,S19sandwichD.avi,S,19,2,2,3,1
7,Video,5216046,120,135,190,15,M18removerD.avi,M,18,2,2,3,1
8,Video,5955702,138,147,190,9,S22shirtD.avi,S,22,2,2,3,1
9,Video,6448778,150,168,190,18,M19sandwichD.avi,M,19,2,2,3,1
10,Video,7311640,171,190,190,19,M22shirtD.avi,M,22,2,2,3,1
1,Video,500084,5,17,195,12,S13lightD.avi,S,13,11,2,3,1
2,Video,1116450,20,40,195,20,S16pencilD.avi,S,16,11,2,3,1
3,Video,2061479,43,55,195,12,M13lightD.avi,M,13,11,2,3,1
4,Video,2677846,58,73,195,15,S18removerD.avi,S,18,11,2,3,1
5,Video,3417503,76,96,195,20,M16pencilD.avi,M,16,11,2,3,1
6,Video,4362532,99,117,195,18,S19sandwichD.avi,S,19,11,2,3,1
7,Video,5225395,120,135,195,15,M18removerD.avi,M,18,11,2,3,1
